,image_id,question,answer
5033,84833,How many times a day does the average person enter one of these types of rooms?,5
5034,171966,Which old fashioned song speaks of one of these built for two?,bicycle built for 2
5035,301747,What region of the world can these animals be found?,arctic
5036,212023,From what time period is this piece?,roman
5037,187167,What kind of couch is this?,loveseat
5038,222086,What kind of event is this?,rally
5039,255623,What is a general function of the item she is holding?,shade
5040,110530,What is the complimentary color of the shirt of the man on the right?,blue
5041,136265,What is the design on the animal?,stripe
5042,334310,If this stuffed animal was experiencing an emotion what would it be?,happiness
5043,436508,Was this bed made by the owner or by a factory?,factory
5044,76130,What is a group of bananas called?,bunch
5045,529866,The bird shown is the state bird of which state?,washington
5046,557047,What is the water forming near the shore?,foam
5047,311691,What climate do these environments usually have?,tropical
5048,8453,What part of this object will be raised during descent?,wing
5049,80305,What is this person's necklace made of?,gold
5050,453968,Cat gut is an item used to make what thing seen here?,tennis racket
5051,404964,Can you name this famous location?,venice beach
5052,166529,How many passengers can this vehicle hold?,52
5053,478537,What is the calorie count of one portion of the cake shown?,250
5054,450666,What kind of weather is it?,cloudy
5055,368956,What protective equipment should be worn during this activity?,glove
5056,50134,What is covering the window?,blind
5057,259446,What is the name of the bird with two legs?,ostrich
5058,336541,What team does the batter play for?,pirate
5059,387256,What building might this picture have been taken in?,hospital
5060,185577,The object the meat is in is called what?,bun
5061,458946,Why is the animal wearing this?,ride
5062,550144,What are these airplanes doing?,trick
5063,305363,What breed of horse is that?,palomino
5064,496429,Who invented this famous summer treat?,david evans strickler
5065,370369,What do you call a bunch of sheep?,flock
5066,111432,What is behind the curtain?,shower
5067,431241,What brand of food is the dog eating?,purina
5068,201630,What type of outfit is this man wearing?,suit
5069,61206,What is it called where people wait for buses?,bus stop
5070,36439,Why's his dog wearing clouths?,warmth
5071,214875,What does the bus say?,dog tail
5072,443377,What is this vehicle used for?,mass transit
5073,315428,Where can a similar chair be purchased?,furniture store
5074,199039,What is the wire behind her head?,ski lift
5075,163715,What activity would you wear these shoes for?,run
5076,142470,What is the name of the store?,grocery
5077,428085,What is the best brand of tool for repairing toilets?,black and decker
5078,368479,What company is responsible for building this plane?,delta
5079,203975,Does this look like a neat or messy kitchen?,messy
5080,405906,What position is the person in the middle of the photo?,pitcher
5081,103699,What does the white color in the sky mean?,cloud
5082,302497,What is the name of the son of the cartoon character on the box?,bart
5083,194235,What kind of camera is the man using?,webcam
5084,508710,How fast can these animals run?,35 miles per hour
5085,233193,Can you guess the brand of the cycle used by the person in the photo?,huffy
5086,36776,What company made this train?,amtrack
5087,137483,Is this the mountains or desert?,mountain
5088,54052,What type of console is the game for?,xbox
5089,368645,What brand is this bike?,triumph
5090,135045,Who is in this picture?,old woman
5091,141265,Is this a girls or boy room?,boy
5092,249365,How many different veggies are there?,5
5093,290192,The white plumes behind the planes are called what?,contrail
5094,335871,What does the double yellow line on the ground signify?,do not pass
5095,312054,Which is usually taller a human or the object in the center of the photo?,object
5096,131509,What kind of store is this?,furniture
5097,235683,What hit reality show features this environment?,hell kitchen
5098,470442,What year was this photograph taken in?,1945
5099,74894,What is the term for this kind of office arrangement?,cubicle
5100,525443,What utensil was used to create the slice of bread depicted?,knife
5101,481889,When is this dish normally served?,after meal
5102,531179,Is that a bird if so what kind?,sparrow
5103,38584,What kind of plant is in the planters box?,fern
5104,466580,What would i use to keep warm?,blanket
5105,576850,What type of cat is this?,domestic shorthair
5106,157639,Which item on the table is considered a condiment?,ketchup
5107,168927,What device are the two men in the photo using?,tablet
5108,481454,How many spokes are on the average wheel of this type of bicycle?,36
5109,555805,What is the specific name of the numbers shown in the picture?,roman numeral
5110,350596,Which type of wall is being showed?,stone
5111,135820,Where is the picture taken from?,car
5112,280968,Why is this person laying like that?,relax
5113,51434,What is the brown stuff atop the broccoli?,bacon
5114,291894,What do the smaller animals want to accomplish?,drink water
5115,355685,Based off of the picture who's birthday are they celebrating?,grandma
5116,542200,Did he just block or catch the ball?,catch
5117,295803,How long do you thing you should cook this?,10 minutes
5118,304691,What historical figure are these type of birds associated with?,pirate
5119,357301,What is the lifespan of this animal?,20 years
5120,209813,What time of day is it?,noon
5121,30995,What is uncomfortable about this situation?,crowded
5122,328917,Name the family of this animal shown in this picture?,goat
5123,475033,In which room is this public area?,restroom
5124,108164,What is the movie that made these types of shoes popular?,wizard of oz
5125,526362,Why is she holding that?,rain
5126,403335,What style of architecture is photographaed?,classic
5127,357750,All the photos in this pictuare are what?,framed
5128,350960,What type of finish are the appliances in this photo?,stainless steel
5129,417198,What kind of cows are they?,dairy
5130,96106,Can you name the brand of the aeroplane shown in this photo?,delta
5131,297279,What is the battery life on this nokia phone?,10 hours
5132,412855,What do the white lines indicate?,crosswalk
5133,174794,What are they using for shade here?,umbrella
5134,123762,What type of seat is this?,toilet
5135,127441,What cafe is his shirt from?,road kill
5136,20213,What kind of flowers are these?,tulip
5137,369931,What mood are these ladies in?,happy
5138,105388,What company designed the e reader shown in the picture?,kindle
5139,245935,What do you call the operator of this equipment?,engineer
5140,547387,Is this a new or old vehicle?,old
5141,16465,What kind of grass is grown in the field these players are running on?,turf
5142,250417,When is it legal for the driver to resume driving?,green light
5143,291009,What is the man carrying?,suitcase
5144,461908,What flavor is the icing?,vanilla
5145,63495,What kind of building is this?,tower
5146,497384,What type of horse is in the image?,clydesdale
5147,325569,How fast can this bike go?,100 mph
5148,447588,What is the art form made by this?,collage
5149,157341,Where do you get these stuffed animals?,store
5150,90274,Does this look to be landing or ready to take off?,land
5151,219418,What's the name of toy shown here?,teddy bear
5152,399432,Name the type of wood that can be used to make this bench in this picture?,cedar
